ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber
477,783,795,790,11059,1,6,9,SO52933,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
225,783,795,790,11059,1,6,9,SO52933,3,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,
489,783,795,790,11059,1,6,9,SO52933,4,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,
359,783,795,790,11162,1,100,4,SO52957,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
222,783,795,790,11162,1,100,4,SO52957,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
359,783,795,790,11317,1,100,1,SO52956,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
355,783,795,790,11459,1,6,9,SO52959,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,
480,783,795,790,11459,1,6,9,SO52959,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,
490,783,795,790,11714,1,100,4,SO52934,1,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,
528,783,795,790,11832,1,100,1,SO52950,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
537,783,795,790,11832,1,100,1,SO52950,2,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,
214,783,795,790,11832,1,100,1,SO52950,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
484,783,795,790,11866,1,100,4,SO52931,1,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,
222,784,796,791,11212,1,19,6,SO52968,1,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
363,784,796,791,11351,2,98,10,SO52966,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
363,784,796,791,11353,1,98,10,SO52967,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
477,784,796,791,11353,1,98,10,SO52967,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
478,784,796,791,11353,1,98,10,SO52967,3,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,
353,784,796,791,11492,1,100,8,SO52965,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,
222,784,796,791,11492,1,100,8,SO52965,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
355,784,796,791,11528,1,100,4,SO52998,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,
485,784,796,791,11528,1,100,4,SO52998,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,
478,784,796,791,11528,1,100,4,SO52998,3,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,
477,784,796,791,11528,1,100,4,SO52998,4,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
467,784,796,791,11528,1,100,4,SO52998,5,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,
535,784,796,791,11965,1,6,9,SO52969,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,
480,784,796,791,11965,1,6,9,SO52969,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,
535,785,797,792,11176,1,19,6,SO53026,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,
530,785,797,792,11203,1,19,6,SO53020,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
540,785,797,792,11277,1,19,6,SO53023,1,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815,,
529,785,797,792,11277,1,19,6,SO53023,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,
214,785,797,792,11277,1,19,6,SO53023,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
537,785,797,792,11277,1,19,6,SO53042,1,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,
528,785,797,792,11277,1,19,6,SO53042,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
480,785,797,792,11277,1,19,6,SO53042,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,
363,785,797,792,11297,1,100,4,SO53056,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
537,785,797,792,11297,1,100,4,SO53056,2,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,
528,785,797,792,11297,1,100,4,SO53056,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
222,785,797,792,11297,1,100,4,SO53056,4,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
363,785,797,792,11326,1,100,4,SO53055,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
528,785,797,792,11326,1,100,4,SO53055,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
537,785,797,792,11326,1,100,4,SO53055,3,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,
214,785,797,792,11326,1,100,4,SO53055,4,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
355,785,797,792,11395,1,100,8,SO53006,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,
478,785,797,792,11395,1,100,8,SO53006,2,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,
363,785,797,792,11493,1,98,10,SO53005,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
222,785,797,792,11493,1,98,10,SO53005,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
225,785,797,792,11530,1,19,6,SO53007,1,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,
541,785,797,792,11566,1,100,7,SO53041,1,1,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248,,
530,785,797,792,11566,1,100,7,SO53041,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
480,785,797,792,11566,2,100,7,SO53041,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,
538,785,797,792,11738,1,19,6,SO53019,1,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,,
467,785,797,792,11738,1,19,6,SO53019,2,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,
529,785,797,792,11738,1,19,6,SO53019,3,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,
357,785,797,792,11741,2,100,4,SO53052,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,
485,785,797,792,11741,1,100,4,SO53052,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,
486,785,797,792,11741,1,100,4,SO53052,3,1,1,159,159,0,0,59.466,59.466,159,12.72,3.975,,
353,785,797,792,11816,1,100,4,SO53053,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,
222,785,797,792,11816,1,100,4,SO53053,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
475,785,797,792,11827,1,19,6,SO53033,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,,
490,785,797,792,11827,1,19,6,SO53033,2,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,
463,785,797,792,11827,1,19,6,SO53033,3,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,
363,785,797,792,11837,1,100,4,SO53054,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
477,785,797,792,11837,1,100,4,SO53054,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
478,785,797,792,11837,1,100,4,SO53054,3,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,
222,785,797,792,11837,1,100,4,SO53054,4,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
484,786,798,793,11122,1,6,9,SO53080,1,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,
353,786,798,793,11160,1,100,4,SO53121,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,
480,786,798,793,11160,1,100,4,SO53121,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,
529,786,798,793,11178,1,100,4,SO53085,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,
471,786,798,793,11178,1,100,4,SO53085,2,1,1,63.5,63.5,0,0,23.749,23.749,63.5,5.08,1.5875,,
217,786,798,793,11178,1,100,4,SO53085,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
535,786,798,793,11185,1,19,6,SO53092,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,
528,786,798,793,11185,1,19,6,SO53092,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
214,786,798,793,11185,1,19,6,SO53092,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
237,786,798,793,11185,1,19,6,SO53092,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,
225,786,798,793,11185,1,19,6,SO53092,5,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,
530,786,798,793,11200,1,19,6,SO53089,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
463,786,798,793,11200,1,19,6,SO53089,2,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,
483,786,798,793,11203,1,19,6,SO53069,1,1,1,120,120,0,0,44.88,44.88,120,9.6,3,,
480,786,798,793,11226,1,100,1,SO53088,1,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,
357,786,798,793,11298,1,100,4,SO53122,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,
477,786,798,793,11298,1,100,4,SO53122,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
225,786,798,793,11298,1,100,4,SO53122,3,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,
478,786,798,793,11298,1,100,4,SO53122,4,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,
529,786,798,793,11331,1,19,6,SO53093,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,
540,786,798,793,11331,1,19,6,SO53093,2,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815,,
463,786,798,793,11331,1,19,6,SO53093,3,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,
359,786,798,793,11460,1,6,9,SO53126,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
363,786,798,793,11470,2,100,8,SO53068,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
361,786,798,793,11664,1,100,4,SO53120,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
537,786,798,793,11664,1,100,4,SO53120,2,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,
528,786,798,793,11664,1,100,4,SO53120,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
217,786,798,793,11664,1,100,4,SO53120,4,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
537,786,798,793,11806,1,100,4,SO53115,1,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,
528,786,798,793,11806,1,100,4,SO53115,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
480,786,798,793,11806,1,100,4,SO53115,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,
537,786,798,793,11883,1,100,1,SO53116,1,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,
528,786,798,793,11883,1,100,1,SO53116,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
480,786,798,793,11883,1,100,1,SO53116,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,
529,786,798,793,11902,1,6,9,SO53078,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,
480,786,798,793,11902,1,6,9,SO53078,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,
361,786,798,793,11983,1,100,4,SO53119,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
361,787,799,794,11096,1,6,9,SO53176,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
357,787,799,794,11413,1,98,10,SO53135,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,
485,787,799,794,11413,1,98,10,SO53135,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,
225,787,799,794,11413,1,98,10,SO53135,3,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,
363,787,799,794,11479,1,100,7,SO53134,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
537,787,799,794,11479,1,100,7,SO53134,2,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,
528,787,799,794,11479,1,100,7,SO53134,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
480,787,799,794,11479,1,100,7,SO53134,4,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,
484,787,799,794,11479,1,100,7,SO53134,5,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,
491,787,799,794,11505,1,19,6,SO53142,1,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,
529,787,799,794,11520,1,19,6,SO53143,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,
234,787,799,794,11520,1,19,6,SO53143,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,
482,787,799,794,11520,1,19,6,SO53143,3,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,
355,787,799,794,11525,1,100,1,SO53169,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,
537,787,799,794,11525,1,100,1,SO53169,2,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,
480,787,799,794,11525,1,100,1,SO53169,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,
528,787,799,794,11631,1,19,6,SO53148,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
536,787,799,794,11631,1,19,6,SO53148,2,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,,
485,787,799,794,11631,1,19,6,SO53148,3,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,
228,787,799,794,11631,1,19,6,SO53148,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,
577,787,799,794,11997,1,6,9,SO53133,1,1,1,1214.85,1214.85,0,0,755.1508,755.1508,1214.85,97.188,30.3713,,
222,787,799,794,11997,1,6,9,SO53133,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
561,788,800,795,11002,1,6,9,SO53237,1,1,1,2384.07,2384.07,0,0,1481.9379,1481.9379,2384.07,190.7256,59.6018,,
222,788,800,795,11002,1,6,9,SO53237,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
528,788,800,795,11255,1,100,1,SO53229,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
537,788,800,795,11255,1,100,1,SO53229,2,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,
222,788,800,795,11255,1,100,1,SO53229,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
361,788,800,795,11303,1,100,1,SO53235,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
480,788,800,795,11303,1,100,1,SO53235,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,
480,788,800,795,11321,1,100,1,SO53198,1,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,
528,788,800,795,11330,1,19,6,SO53205,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
536,788,800,795,11330,1,19,6,SO53205,2,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,,
483,788,800,795,11330,1,19,6,SO53205,3,1,1,120,120,0,0,44.88,44.88,120,9.6,3,,
225,788,800,795,11530,1,19,6,SO53200,1,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,
538,788,800,795,11530,1,19,6,SO53200,2,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,,
465,788,800,795,11757,1,6,9,SO53193,1,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,
222,788,800,795,11871,1,100,1,SO53197,1,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
528,788,800,795,11889,1,100,1,SO53228,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
537,788,800,795,11889,1,100,1,SO53228,2,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,
480,788,800,795,11889,1,100,1,SO53228,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,
361,789,801,796,11274,1,100,1,SO53280,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
477,789,801,796,11274,1,100,1,SO53280,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
478,789,801,796,11274,1,100,1,SO53280,3,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,
528,789,801,796,11293,1,100,1,SO53273,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
537,789,801,796,11293,1,100,1,SO53273,2,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,
217,789,801,796,11293,1,100,1,SO53273,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
359,789,801,796,11299,1,100,4,SO53281,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
485,789,801,796,11299,1,100,4,SO53281,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,
483,789,801,796,11299,1,100,4,SO53281,3,1,1,120,120,0,0,44.88,44.88,120,9.6,3,,
363,789,801,796,11319,1,100,4,SO53282,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
485,789,801,796,11319,1,100,4,SO53282,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,
217,789,801,796,11319,1,100,4,SO53282,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
217,789,801,796,11331,1,19,6,SO53243,1,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
363,789,801,796,11421,2,100,8,SO53240,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
361,789,801,796,11423,1,100,8,SO53241,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
485,789,801,796,11423,1,100,8,SO53241,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,
353,789,801,796,11482,1,98,10,SO53242,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,
217,789,801,796,11482,1,98,10,SO53242,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
537,789,801,796,11735,1,100,1,SO53274,1,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,
528,789,801,796,11735,1,100,1,SO53274,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
214,789,801,796,11735,1,100,1,SO53274,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
363,789,801,796,11815,1,100,1,SO53279,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
528,789,801,796,11815,1,100,1,SO53279,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
537,789,801,796,11815,1,100,1,SO53279,3,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,
217,789,801,796,11815,1,100,1,SO53279,4,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
529,790,802,797,11087,1,100,4,SO53299,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,
486,790,802,797,11087,1,100,4,SO53299,2,1,1,159,159,0,0,59.466,59.466,159,12.72,3.975,,
537,790,802,797,11193,1,100,1,SO53325,1,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,
537,790,802,797,11314,1,100,1,SO53326,1,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,
480,790,802,797,11314,1,100,1,SO53326,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,
363,790,802,797,11429,1,100,7,SO53290,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
222,790,802,797,11429,1,100,7,SO53290,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
474,790,802,797,11802,1,19,6,SO53308,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,,
481,790,802,797,11802,1,19,6,SO53308,2,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,
596,790,802,797,11944,1,6,9,SO53337,1,1,1,539.99,539.99,0,0,294.5797,294.5797,539.99,43.1992,13.4998,,
478,790,802,797,11944,1,6,9,SO53337,2,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,
477,790,802,797,11944,1,6,9,SO53337,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
487,790,802,797,11944,1,6,9,SO53337,4,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,,
529,791,803,798,11200,1,19,6,SO53359,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,
488,791,803,798,11200,1,19,6,SO53359,2,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,
528,791,803,798,11287,1,19,6,SO53385,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
537,791,803,798,11287,1,19,6,SO53385,2,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,
222,791,803,798,11287,1,19,6,SO53385,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
482,791,803,798,11287,1,19,6,SO53385,4,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,
355,791,803,798,11379,1,100,7,SO53350,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,
485,791,803,798,11379,1,100,7,SO53350,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,
222,791,803,798,11379,1,100,7,SO53350,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
359,791,803,798,11461,1,6,9,SO53392,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
477,791,803,798,11711,1,19,6,SO53372,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
539,792,804,799,11262,1,19,6,SO53414,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,
231,792,804,799,11262,1,19,6,SO53414,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,
363,792,804,799,11343,1,98,10,SO53399,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,
214,792,804,799,11343,1,98,10,SO53399,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,
234,792,804,799,11343,1,98,10,SO53399,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,
478,792,804,799,11752,1,6,9,SO53410,1,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,
477,792,804,799,11752,1,6,9,SO53410,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
488,792,804,799,11752,1,6,9,SO53410,3,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,
225,792,804,799,11752,1,6,9,SO53410,4,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,
484,792,804,799,11879,1,100,1,SO53401,1,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,
477,792,804,799,11973,1,100,1,SO53400,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,
479,792,804,799,11973,1,100,1,SO53400,2,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,
228,792,804,799,11985,1,100,1,SO53402,1,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,
480,793,805,800,11218,1,100,1,SO53629,1,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,
540,793,805,800,11331,1,19,6,SO53632,1,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815,,
529,793,805,800,11331,1,19,6,SO53632,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,
487,793,805,800,11331,1,19,6,SO53632,3,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,,
484,793,805,800,11331,1,19,6,SO53632,4,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,
